,x,y,class
0,2.1947942633546496,-0.012664039468401868,0
1,1.4584668078445744,1.3613998963077578,0
2,2.998156024933008,1.2857206984634517,2
3,1.97903932794545,5.371268214543915,1
4,2.1690232279810724,-0.01772929703332396,2
5,-2.8845295831041695,4.444672308623951,2
6,2.668135707185586,1.060904898055558,2
7,-1.3490774382858466,5.486637619715443,1
8,1.8957374588248745,1.8262774948769818,0
9,-1.2243097312524684,2.0876958407565125,1
10,-1.4631863206187048,3.128302181996814,0
11,0.9106375198280708,4.327100186182613,2
12,-4.9603325653859125,-2.098786867000413,2
13,-1.4060215377350744,2.694425226821019,0
14,2.642072308040518,-1.0214297725722132,2
15,-1.9476754242709906,0.14940996752656135,1
16,-3.323624229905846,-0.5021530887217597,0
17,-0.5540184915867779,-1.2156984238936586,2
18,-3.306945467866943,-3.374155773710607,0
19,-4.736854356967301,3.809257049642581,1
20,-2.4732203771998043,2.4453688922766332,0
21,2.1064670441662035,1.2121484896131562,0
22,-2.2912603251925923,0.5783255096589681,1
23,1.1422683563147482,-0.3274584289699121,0
24,-4.684414163667967,4.32213124663504,1
25,-1.1399808612654052,-4.688854689027142,0
26,2.9392755313414654,-2.764025999892654,1
27,-3.9551086481449405,-0.5000066800846074,0
28,1.7198977118036927,-1.9266833247541941,2
29,-1.0025912087011253,-1.6223297983082556,2
30,5.626572642558971,-2.053728492509265,0
31,-2.5698640309226235,2.090309082825333,0
32,-0.46696949069695953,3.015306216583488,0
33,5.014934960766546,-0.5353005409667138,1
34,-0.4679642875645221,-1.0287394546858235,2
35,-2.797181010322977,-1.0365014196470366,1
36,0.3132450840088228,-2.5632611259190927,2
37,-1.8559872930238017,-0.1808696028178266,1
38,1.6384469411600031,1.0765674138563637,0
39,-3.941985883024899,-0.9038714181073741,0
40,0.30197510759788,1.3447378321208212,1
41,-0.9612837780792152,-2.705722325139413,1
42,-3.225281143844329,-0.47289475133774506,1
43,1.8876993151668848,-0.9527601878739909,2
44,1.4274959688225206,0.646534438074605,0
45,-1.2536481237162524,2.1854279050088077,0
46,-0.012278544511730416,-0.8154584537464518,2
47,-0.6807291154958188,-1.71859162511199,2
48,3.6927101009659453,0.07827208137238949,2
49,1.8809056991054396,-1.6389071833492421,2
50,-2.5087719882850963,-1.5504188223162376,1
51,2.404643500548269,-0.4939641875558246,0
52,-1.204161580604413,1.7621124068079215,1
53,1.4998354056152376,-2.3800759842642147,2
54,-1.7275203492994389,0.10391295951102122,1
55,2.8122666268047443,1.858155438827887,2
56,3.5492358991002293,0.8752003486356189,2
57,1.1162065161062908,2.6168618211646497,0
58,-1.2949953701831838,-2.1551537736395203,2
59,2.2916960856998396,0.057757402657227785,0
60,-5.439665069274231,-5.379101795529688,1
61,3.0920427923707954,-2.214263236860177,1
62,4.0243197087434615,1.0790891185113638,1
63,-3.3443946692361486,-0.8136187002380102,0
64,3.0264846716186695,2.1403847082182565,2
65,1.8478906571394984,2.5222273353081928,2
66,3.8470706624474014,-2.1440697933494235,1
67,-0.9074151024734262,0.8488776514653468,1
68,-1.9042351608126384,-1.5820961285472621,1
69,-1.3131626730405395,-2.527188221935047,1
70,2.6767779553521702,-0.41810011218904575,2
71,-0.6387326330013517,1.9647369113130928,1
72,5.148536500890045,-3.688558951041744,0
73,3.5822819924327445,1.1400548181350134,2
74,-1.9153966035009227,1.4003906814851494,1
75,2.0426670533678943,-1.074071950936607,2
76,-2.6403306455882523,-5.56309421210256,2
77,-2.678817076601697,1.6543277634648765,1
78,2.5739977197747463,-1.6310740997704565,2
79,0.119540343312529,-1.911162556398592,2
80,4.07685805325999,-0.5856128666801226,1
81,1.7874872279020704,-1.8236575078146284,2
82,0.3613522593666998,1.6730474096430175,0
83,2.6998395724119617,-3.252372975122678,1
84,-0.9757098158713124,0.5120007763852789,1
85,4.214696856421842,2.300680370605629,1
86,-1.8699713998325522,2.636250831778447,0
87,-2.2095806905341338,3.249510587091255,2
88,5.387569560252202,0.15362088995081707,1
89,1.635803113602996,0.6140960296666863,0
90,4.789424821347664,-0.7032137050918935,1
91,1.0821866219283542,4.903332352631102,2
92,-0.3368755750527656,-5.494774139414179,0
93,-2.074215275949011,5.680926802648927,1
94,-4.048855877968406,1.3152879528389056,0
95,5.200097881390987,-3.1711090551342007,0
96,-12.521118289058927,-0.8749674091524506,1
97,2.7331140320056693,-0.6548809994175323,2
98,0.35139820792888754,5.769174842885289,1
99,-1.581011428325174,-2.687393505771117,1
100,-0.06934701780139316,-4.175260570052236,1
101,1.315799140561056,-0.29774774598320725,0
102,-2.79576722225977,1.2005200499421758,1
103,0.5631591493825135,-2.571278126830029,2
104,2.8059661436347136,-2.4539862106241377,1
105,1.1502191513027422,1.6982065507012716,0
106,-4.535995735680384,-1.096108620862067,0
107,0.44335062623045113,1.1849753639748746,1
108,1.0855278491542844,3.73488622399602,2
109,2.998022534677801,0.22498818201535475,2
110,-3.1335436198558204,0.4008769394991144,0
111,1.1934766057753106,5.604037220744943,1
112,-4.0306211719095035,-0.21185836404457364,0
113,-1.6923599533535647,0.702804996548186,1
