x,y,class
-2.9623092490763665,5.985952990219776,1
1.189359585930055,-1.667784237282394,2
3.285581806504279,-2.739102575491778,1
-9.10255553010351,-5.104416255032209,0
-2.1764104606504344,-1.461543687497189,1
-1.517490178477933,0.19284638019882605,1
-0.7413473343446876,-3.0528667123199145,1
-3.173422892641857,-0.16979779887294466,1
-2.560923666813951,0.7558808031560738,0
-0.29351084263696486,-1.5458821469291877,2
1.5157890233235929,3.369477537048686,2
-3.430370773900565,1.6459219559684035,0
1.2542636955149955,-1.4211957900062107,2
-2.194153315695473,0.7063516262393721,1
-1.6893120188074027,1.2985131039487317,1
-1.3402365332165118,1.941960179342464,1
2.9035792782805827,-0.4648025343238477,2
-3.962204499283281,2.4512147035513743,2
0.2132490771362445,1.7323862706694424,0
-0.21941805744928286,1.145940223487259,1
2.2182650363440497,3.4948473134146765,2
-4.27646554289829,-3.453354421366908,2
0.5228980798109217,-1.3273654589484851,2
-1.4575753084983127,1.562019441462139,1
0.19170424658747737,3.0178304233743867,0
-1.3468462189622183,0.8363523897891649,1
-1.491128855685019,-1.1891193892085399,2
-4.207220226428375,-1.3649904707187548,0
-3.446363078821934,0.9030156008692359,0
1.936269881577742,2.5611633307384953,0
2.424242944269229,-3.1275263639478936,1
0.21662177570026495,3.0451999097842672,0
-1.3396414443555986,2.664629278854768,0
-1.8179460715283589,2.1404025086384864,0
-2.527724081047213,-0.24588517357719433,1
-6.015312964717759,-0.1853974952748155,2
-1.2837272329949083,2.9266395427097294,0
1.1421157034425005,0.9164118398229698,0
1.3183441051399498,2.4138681874284136,0
-1.369044082098912,1.1732498082365865,1
-1.1353705309124638,1.640430570945345,1
0.5727223504010988,2.3180541125958865,0
-6.395365434824161,-6.5569447348340795,0
4.858073090363268,-0.16449376326123025,1
1.087219538662322,2.369028082677063,0
-3.031098590863144,-0.5668600346849673,1
0.8736152145516402,-1.830042438404626,2
-0.5251273117161256,5.44571454888248,1
-3.3720717961708284,3.3151557306180623,2
0.6768178909415103,-4.898412723709451,0
0.316938326324246,1.399983482182012,1
0.8731111106170997,5.29003134583859,1
-1.2351883449904408,-5.727687252089289,0
1.0525017432461155,-1.323484482638984,2
-1.4819868149625772,-1.7204927370268497,2
2.725529521568521,1.5091484999796432,2
0.1650177596479361,-4.019250379418995,1
-0.29243118589508094,-6.958399731157506,2
0.6782970837176289,-5.345603285943059,0
-2.9690415229225215,2.2181978292376012,0
0.48234578624755337,7.951708377077474,0
-3.582452018781937,-0.1777650856021296,0
2.7435712986716525,-0.46127698186577665,2
1.479238739676975,-4.091787065115304,1
0.5326139835700335,3.9780202321700178,2
2.2228022487333754,-1.4865876330858623,2
4.035468053715765,0.8011770910129692,1
-2.1772249389731955,-1.4458912537056008,1
-1.746488953679372,6.965213199027653,0
0.13396790748090595,3.0137903721865857,0
1.2826227535268957,-1.4701365538133402,2
2.846743991237793,-0.6222818057098978,2
1.5951697520739148,0.01527452880797027,0
-1.6903046217512614,-2.128442311404856,1
-2.865135908461502,4.076499091596555,2
0.08350828541545584,4.003078412237924,2
-7.077866540642124,-2.3316459521506396,1
7.5022300177529315,4.183029110765627,2
-1.2777325774407593,2.2945139491973783,0
1.7324870692354792,0.8649556216806089,0
-3.69741317497829,0.6958205750138593,0
0.9779514471481359,-1.5439380128509255,0
-0.5797687833515617,1.8342620385587907,1
2.0365682976206116,1.2856366619114028,0
0.7993646739642297,-4.992424995531381,0
-4.193663545176725,3.716630174268752,2
-3.628023380247297,-0.37503204086134645,0
2.732276110820113,0.47423220872727856,2
-2.2045548940595654,1.299896474122574,0
4.185028215146515,-4.571432210161733,0
-1.7160631765544263,-4.109106771052142,0
2.6810089754500868,0.8533217138828385,2
-0.01978142996322047,-5.482820654713949,0
0.32666387729568114,2.1702697888908027,0
0.4315687563559807,2.995256987957406,0
-6.044238844504073,2.680370460610097,1
2.1978616377784794,-1.284247004511807,2
-2.370693016089434,-0.49536968046195007,1
1.8154658971656255,-0.03143429249072818,0
-0.16531030799576585,-1.6367103579290052,2
4.6240849552891365,-1.9091642982549863,1
-5.977847953069775,-0.6826915174707631,2
-0.35917473337242245,1.1934875864901204,1
-1.9469100736134108,0.13948566156905795,1
-3.252932980782432,0.3817357708820565,0
0.913935650209119,-2.472632845709399,2
-2.678629332346769,-0.8416237868885961,1
-0.8606615609070283,1.0105234538894028,1
-2.0460165353073325,1.0595307930119549,1
0.1208341656359735,-1.6090660381280073,2
3.1710261812607405,2.2854124645312766,2
5.564302236034425,4.573829050595469,0
1.3750223686364027,-0.7418434589750528,0
1.64419235335923,0.9738635388268553,0
-2.1512285822591237,-2.6535409301635458,1
3.112404806118951,2.337837980502812,2
-6.306681868163542,5.20468274681204,0
0.9147017370219532,-1.8967728055775914,2
3.0598395077719895,-1.5887374653375967,1
-0.6496039274531448,-3.6040222819780907,1
1.4590022901653983,2.0012988786277286,0
-3.8482515547197353,-1.7489610199925993,0
-0.5779875460566727,3.042679539662198,0
-0.0028144801146409337,2.5514369605053875,0
-0.5052058059996886,2.937447834875349,0
2.9931185059717302,-1.2026599026533542,2
10.735885009269987,0.10017265352919777,0
-2.3195852614532217,-1.7082809416696731,1
0.3942528361300964,2.8318420275591984,0
1.3877390595588908,-4.189083728311244,1
0.7148181502852662,-2.2861009841597943,2
0.08895350798373905,4.144318480017802,2
-4.110152088608147,0.46829215647165917,0
1.1896000638678574,4.140356263444976,2
1.9907587687904218,-3.3122022378562472,1
-10.552681900079595,2.5042455041668967,2
1.9007335467378366,-1.2164540750627622,2
-4.603257940303038,-3.6301787299502237,2
1.1746109122588597,-4.304852401874565,1
2.3008350370245356,-1.3816100182696176,2
0.8227560841960954,2.951653236168826,2
0.3167025237371911,-3.1750685771908302,1
-2.0854753973269506,0.7243666882707844,1
-1.6978990048462732,8.073837906425135,0
-3.8119248344156795,-1.289521020719958,0
0.8327350405617284,-2.300261900678633,2
-2.0791535840810185,0.008371985040242008,1
0.8424771286718871,-2.466484858207507,2
-1.7919214541397877,-5.062760309386626,0
0.557225316576462,2.389349312843838,0
1.6112530604554827,-3.7311868692037238,1
1.7792920768686378,1.3302021275723874,0
-1.0585020282654924,5.204487362448386,1
7.1358568189346405,-3.1000704597478643,2
1.908439016504993,-4.839029370578227,0
3.040362977836691,-7.564598368184792,2
0.17429049891712442,-1.5306555344244532,0
-4.57450294306795,-1.2240106715412717,0
1.9815789439835396,-2.2013051953850984,1
1.640399941301429,-1.5898516224349233,2
4.963171544384098,1.0118628735617585,1
-0.5900158819970603,2.409585757515191,0
-9.09804648829513,3.871093098155481,2
-4.351163936269826,2.945325607596407,2
-3.3636581428319836,-6.82516391942392,1
3.2592302958591355,0.8307119147990718,2
-1.926629067161326,2.9398384955935795,0
-1.8696237043829322,-1.943502336072793,1
-1.7018127159172745,1.2077703070859915,1
1.0445917802033342,-1.744056292738278,2
-0.43429262769857246,-1.6152206294879947,2
1.8146777523637174,0.4933228133329601,0
0.05448308929550277,-2.0256032389267085,2
3.262981807371411,1.1603031893349927,2
-2.145443354325562,2.2926652488385293,0
2.4578765989491833,4.372633208398728,1
-2.203284902585267,2.7561133002272675,0
-1.2231564693697103,-2.965183413647775,1
-1.290551554535478,-2.742776577570827,1
2.3978432144344164,0.212092573790409,0
0.2621785079866865,1.5873508339047127,1
0.2682695879179358,-1.059682002594291,0
-1.3322035551895384,-5.6940480042180655,0
-2.296510367462946,-2.426133056597124,1
-3.2930279138650347,-1.0130466610322446,1
-0.985080228943404,4.162725138254662,2
-4.1502657887560765,0.6896508044253974,0
-2.8931575094779443,0.06203294876554151,1
3.048811782064399,1.0826622749132035,2
-0.041782142008312005,-2.168990723405295,2
1.0904363103516983,2.1572869212761523,0
1.152404542620975,1.9250545222896724,0
-2.234081700693155,0.8073472257695801,1
-1.0827530973657438,1.2307153830393496,1
1.7654005599793277,-2.2469618507089604,2
-0.12310116968779547,-2.0301463937675717,2
-0.887320416653883,-0.6662776264206172,2
-0.7820085783894356,3.2092506199313835,0
-1.360729582788951,-1.6207304802993574,2
-3.3431593108645057,-1.3904254006946763,1
-4.450232152434127,2.1391208011262433,2
-2.148537011374003,-1.1231016881987679,1
-0.8673417633010295,-1.130987188550281,2
0.22246778867751338,-2.4308604551098,2
-1.5744573414700123,-2.1164738423244036,1
0.2304286398392675,-2.695951968842077,1
-0.629627612569609,-1.8145087339736432,2
4.630426423548338,0.11339198847983381,1
0.2646944360878646,1.5319823631628275,0
1.9834205015744368,-3.1571576375565304,1
0.3827336659585023,3.031420996609712,2
2.2814410633302877,-1.7259635993679585,2
-4.061543781168559,3.5648821038986793,2
1.5164977961457549,1.039922781454448,0
0.38896765075903045,1.8095875403436341,0
4.1075967656725485,3.202215686406985,1
2.007980767348068,-2.091705814125624,2
4.836061566143001,-3.328619795899382,0
-2.310824045654122,2.3091450318979314,0
-4.526598598184092,0.3057946211211815,0
-0.7915534353078889,2.280057810072615,0
-2.0265012968161846,-4.039739210252424,0
3.545163613668742,-1.2234095844649762,2
0.8698307973687966,3.6762604389318465,2
-0.753757593083846,-6.7600124279045,2
-1.017461072358963,-3.2567761077030615,1
-1.1678827294512162,-2.877971609037517,1
3.0593508697163654,-1.3235924723751045,2
-1.806495767190903,-2.2885888996625074,1
3.0701171016658315,-2.1314035375834566,1
-6.350227816259091,-0.6102318430630369,2
-1.8835751496256796,-5.956094192114253,2
-1.5098583353621773,1.8037112695384074,1
-3.117144175764184,1.5205944626354753,0
-3.574123893046972,-3.451475254827002,0
1.2140513408216602,-0.3844973439253019,0
1.8566419083071308,-0.5160758887148694,2
-3.920760841181746,1.5776148396116647,0
-0.8064286669302076,-0.4944874564115676,2
1.4388853303314246,-2.6618821662547467,1
-1.987979860527676,0.8738072497929963,1
0.9146130295340711,6.001572516437108,1
0.5024798745631892,2.695602882581308,0
0.025703363334586723,-5.314304079092366,0
2.3664456579188435,1.1254359371780738,0
1.559283592343405,0.7028427428814688,0
0.25250985268518483,2.936770839458479,0
3.992594366746692,0.4604439699521549,1
-1.7047932403220476,-1.7537779296446983,1
0.7317901089507425,-1.3240132580055792,2
-0.22234554540444912,2.428062077991353,0
-1.7308984213477143,2.104252903151466,0
-0.06480087502940779,1.3144527694051638,1
